,ensembl_gene_id,uniprot_id
2345,ENSG00000187166,Q75WM6
2346,ENSG00000188483,Q5T953
2347,ENSG00000188807,Q5SNT2
2348,ENSG00000188997,Q4G0X4
2349,ENSG00000196605,Q147U1
2350,ENSG00000196724,Q8TF45
2351,ENSG00000197123,Q8IYX0
2352,ENSG00000197360,A6NK75
2353,ENSG00000198064,A6NJU9
2354,ENSG00000198720,Q86YJ7
2355,ENSG00000198848,P23141
2356,ENSG00000203942,Q5T681
2357,ENSG00000204381,Q6UX15
2358,ENSG00000204386,Q99519
2359,ENSG00000204525,P10321
2360,ENSG00000204592,P13747
2361,ENSG00000213186,Q8IWR1
2362,ENSG00000214113,Q9HD34
2363,ENSG00000214642,Q30KQ7
2364,ENSG00000215269,P0CL81
2365,ENSG00000215269,O76087
2366,ENSG00000215269,P0CL82
2367,ENSG00000235631,Q8N7C7
2368,ENSG00000236362,P0CL80
2369,ENSG00000236362,O76087
2370,ENSG00000236362,P0CL82
2371,ENSG00000236980,H3BNL1
2372,ENSG00000237440,O75373
2373,ENSG00000237671,A1L429
2374,ENSG00000244607,Q8IYE1
2375,ENSG00000256294,Q9UK10
2376,ENSG00000269067,P0DKX0
2377,ENSG00000276040,Q8IWB4
2378,ENSG00000004939,P02730
2379,ENSG00000042445,Q6NUM9
2380,ENSG00000055483,Q9P275
2381,ENSG00000066926,P22830
2382,ENSG00000074527,Q9HB63
2383,ENSG00000087884,Q9H7C9
2384,ENSG00000088992,Q96BS2
2385,ENSG00000100083,Q9UJY5
2386,ENSG00000100365,Q15080
2387,ENSG00000100599,Q8TB24
2388,ENSG00000100626,Q8N428
2389,ENSG00000100814,Q9NPC3
2390,ENSG00000100979,P55058
2391,ENSG00000106344,Q9NW13
2392,ENSG00000106483,Q6FHJ7
2393,ENSG00000106636,O15498
2394,ENSG00000106772,Q8WUY3
2395,ENSG00000108592,Q8IY81
2396,ENSG00000108840,Q9UQL6
2397,ENSG00000110777,Q16633
2398,ENSG00000111725,Q9Y478
2399,ENSG00000112208,O95816
2400,ENSG00000113558,P63208
2401,ENSG00000114529,Q5BVD1
2402,ENSG00000117298,P42892
2403,ENSG00000117400,P40238
2404,ENSG00000117877,O15446
2405,ENSG00000121104,Q9C073
2406,ENSG00000124260,P43363
2407,ENSG00000125492,Q9BZE3
2408,ENSG00000131437,Q9Y496
2409,ENSG00000132254,P53365
2410,ENSG00000133055,Q13203
2411,ENSG00000133135,Q8TEB7
2412,ENSG00000134278,Q08AE8
2413,ENSG00000135211,Q9H2L4
2414,ENSG00000136051,Q2M389
2415,ENSG00000136449,Q8TBZ2
2416,ENSG00000136542,Q7Z7M9
2417,ENSG00000137135,Q8N4T4
2418,ENSG00000138600,Q8TCT8
2419,ENSG00000138678,Q53EU6
2420,ENSG00000140905,P23434
2421,ENSG00000141012,P34059
2422,ENSG00000143418,Q96G23
2423,ENSG00000143845,Q9NVF9
2424,ENSG00000144792,Q6AZW8
2425,ENSG00000146776,Q9ULK2
2426,ENSG00000147246,P28335
2427,ENSG00000147570,Q9UF47
2428,ENSG00000149201,Q6ZN84
2429,ENSG00000149328,Q8IW92
2430,ENSG00000149485,O60427
2431,ENSG00000151474,Q9P2Q2
2432,ENSG00000151779,A2RRP1
2433,ENSG00000152684,Q9BRX2
2434,ENSG00000153207,Q8WYP5
2435,ENSG00000155760,O75084
2436,ENSG00000156574,Q96S42
2437,ENSG00000159224,P09681
2438,ENSG00000159259,Q13112
2439,ENSG00000160803,Q9NRR5
2440,ENSG00000163633,Q96KX1
2441,ENSG00000164292,O94955
2442,ENSG00000164707,Q9UKG4
2443,ENSG00000164849,Q96CH1
2444,ENSG00000164949,P55040
2445,ENSG00000165480,Q8IX90
2446,ENSG00000165512,P17026
2447,ENSG00000165887,Q9GZV1
2448,ENSG00000167182,Q02086
2449,ENSG00000167851,Q9UGN4
2450,ENSG00000168269,Q12951
2451,ENSG00000168300,Q96MG8
2452,ENSG00000168887,Q2NKX9
2453,ENSG00000169155,O43298
2454,ENSG00000170835,P19835
2455,ENSG00000170906,O95167
2456,ENSG00000170921,Q9HCD6
2457,ENSG00000171174,Q9H477
2458,ENSG00000171824,Q01780
2459,ENSG00000171872,Q5JT82
2460,ENSG00000171885,P55087
2461,ENSG00000172366,Q9BUT9
2462,ENSG00000172939,O95747
2463,ENSG00000173226,Q15051
2464,ENSG00000175137,Q7L8J4
2465,ENSG00000175727,Q9HAP2
2466,ENSG00000179397,Q5SY80
2467,ENSG00000182957,Q96N96
2468,ENSG00000184210,Q6ZPD8
2469,ENSG00000184281,Q9Y5U2
2470,ENSG00000185634,Q6S5L8
2471,ENSG00000186732,O15442
2472,ENSG00000187416,Q86UP9
2473,ENSG00000187554,O60602
2474,ENSG00000187997,Q6UX52
2475,ENSG00000188257,P14555
2476,ENSG00000188306,A6NIV6
2477,ENSG00000188760,Q66K66
2478,ENSG00000189167,A6NP61
2479,ENSG00000196663,O15040
2480,ENSG00000197361,Q6P050
2481,ENSG00000198133,Q8NBD8
2482,ENSG00000198156,E9PJ23
2483,ENSG00000198863,Q96C34
2484,ENSG00000203880,Q9NV79
2485,ENSG00000204822,Q96EL3
2486,ENSG00000205922,O60422
2487,ENSG00000214336,A8MTJ6
2488,ENSG00000214954,Q6ZNQ3
2489,ENSG00000223865,P04440
2490,ENSG00000227151,P86480
2491,ENSG00000229676,Q9P255
2492,ENSG00000233232,O75200
2493,ENSG00000234906,P02655
2494,ENSG00000237136,C9J302
2495,ENSG00000238210,Q3ZM63
2496,ENSG00000241852,Q8NAV2
2497,ENSG00000244165,Q96G91
2498,ENSG00000244694,Q6ZW05
2499,ENSG00000257138,P59533
2500,ENSG00000262179,A0A1B0GTQ4
2501,ENSG00000263465,Q9BRL6
2502,ENSG00000270885,Q96S79
2503,ENSG00000286014,P0DUD4
2504,ENSG00000016082,P61371
2505,ENSG00000036549,Q8IYH5
2506,ENSG00000075568,Q92545
2507,ENSG00000084090,Q9NQZ5
2508,ENSG00000092978,Q9NW75
2509,ENSG00000100767,O95428
2510,ENSG00000101670,Q9Y5X9
2511,ENSG00000101782,O14730
2512,ENSG00000101911,P11908
2513,ENSG00000103056,Q9NY59
2514,ENSG00000104205,Q96BR1
2515,ENSG00000105227,Q9BXM0
2516,ENSG00000105329,P01137
2517,ENSG00000105392,O43186
2518,ENSG00000105464,O15399
2519,ENSG00000105821,Q99543
2520,ENSG00000105866,Q02446
2521,ENSG00000106049,P31937
2522,ENSG00000106066,Q9H3G5
2523,ENSG00000108256,Q7Z417
2524,ENSG00000109255,P48645
2525,ENSG00000111046,P23409
2526,ENSG00000111752,P78364
2527,ENSG00000114395,O14569
2528,ENSG00000115211,Q9UI10
2529,ENSG00000115446,Q53HI1
2530,ENSG00000116793,Q9UMS5
2531,ENSG00000119013,O43676
2532,ENSG00000122085,Q7Z6M4
2533,ENSG00000122912,P16260
2534,ENSG00000124302,Q9H2A9
2535,ENSG00000125414,Q9UKX2
2536,ENSG00000126231,P22891
2537,ENSG00000128694,Q9H4B0
2538,ENSG00000131050,Q96DR5
2539,ENSG00000131668,Q9HBU1
2540,ENSG00000133028,O75880
2541,ENSG00000133561,Q6P9H5
2542,ENSG00000133619,A5PL33
2543,ENSG00000134243,Q99523
2544,ENSG00000134253,Q9H8W5
2545,ENSG00000135124,Q99571
2546,ENSG00000135362,Q6MZQ0
2547,ENSG00000135476,Q14674
2548,ENSG00000135723,Q9Y613
2549,ENSG00000136197,Q9BPX7
2550,ENSG00000136451,Q14119
2551,ENSG00000137075,Q9H0F5
2552,ENSG00000138944,Q3SXP7
2553,ENSG00000140506,Q9HAT1
2554,ENSG00000141642,Q9H777
2555,ENSG00000142453,Q86X55
2556,ENSG00000143318,P31415
2557,ENSG00000143324,Q9UBH6
2558,ENSG00000147596,Q9GZV8
2559,ENSG00000148396,O15027
2560,ENSG00000148734,Q9GZQ6
2561,ENSG00000152240,Q96CS2
2562,ENSG00000156966,Q8NFL0
2563,ENSG00000157353,Q8N0W3
2564,ENSG00000158077,Q86W24
2565,ENSG00000158786,Q9BZM2
2566,ENSG00000159166,O00515
2567,ENSG00000162105,Q9UPX8
2568,ENSG00000163521,Q6UWU2
2569,ENSG00000164096,Q8WVX3
2570,ENSG00000164484,Q86VY9
2571,ENSG00000165682,Q9P126
2572,ENSG00000165689,Q96C92
2573,ENSG00000166508,P33993
2574,ENSG00000166828,P51170
2575,ENSG00000167635,Q15072
2576,ENSG00000170473,Q9BRP8
2577,ENSG00000170684,Q8WUU4
2578,ENSG00000171067,Q96F05
2579,ENSG00000171509,Q9HBX9
2580,ENSG00000171786,Q02575
2581,ENSG00000171804,Q6ZQQ6
2582,ENSG00000173418,P61599
2583,ENSG00000174373,Q6GYQ0
2584,ENSG00000175155,Q96QA6
2585,ENSG00000176681,A6NMS7
2586,ENSG00000176919,P07360
2587,ENSG00000179636,P59282
2588,ENSG00000180269,Q6DWJ6
2589,ENSG00000180329,Q96MW1
2590,ENSG00000181704,Q96EC8
2591,ENSG00000181773,P46089
2592,ENSG00000181826,Q8IUW5
2593,ENSG00000182107,Q3MIR4
2594,ENSG00000182223,Q86SH2
2595,ENSG00000183560,A6ND01
2596,ENSG00000183715,Q14982
2597,ENSG00000183955,Q9NQR1
2598,ENSG00000183979,Q8NG41
2599,ENSG00000185013,Q96P26
2600,ENSG00000185163,Q8N8A6
2601,ENSG00000187969,Q8WW36
2602,ENSG00000188191,P31321
2603,ENSG00000196247,Q9UII5
2604,ENSG00000197497,Q9H7R5
2605,ENSG00000198028,Q96MR9
2606,ENSG00000198585,Q96DE0
2607,ENSG00000198951,P17050
2608,ENSG00000203780,Q8TC84
2609,ENSG00000204347,A6NE02
2610,ENSG00000204406,Q9P267
2611,ENSG00000204695,Q9UGF5
2612,ENSG00000204919,P86496
2613,ENSG00000205629,Q9UIC8
2614,ENSG00000205810,Q07444
2615,ENSG00000212933,P60329
2616,ENSG00000214140,Q00LT1
2617,ENSG00000226321,H7BZ55
2618,ENSG00000228856,Q0WX57
2619,ENSG00000234127,Q12899
2620,ENSG00000239282,Q8WTX7
2621,ENSG00000241106,P13765
2622,ENSG00000241404,Q99944
2623,ENSG00000251154,P0DTF9
2624,ENSG00000276240,P0C645
2625,ENSG00000278129,P17098
2626,ENSG00000284609,Q8NGG8
2627,ENSG00000009844,Q9NP79
2628,ENSG00000013364,Q14764
2629,ENSG00000019186,Q07973
2630,ENSG00000037965,P31273
2631,ENSG00000064932,Q9Y2G9
2632,ENSG00000065268,Q9BV38
2633,ENSG00000075223,Q99985
2634,ENSG00000077498,P14679
2635,ENSG00000085224,P46100
2636,ENSG00000092054,P12883
2637,ENSG00000095370,Q8N5H7
2638,ENSG00000100307,O95931
2639,ENSG00000102743,Q9Y619
2640,ENSG00000103550,Q1ED39
2641,ENSG00000104998,Q6UWB1
2642,ENSG00000105085,O95402
2643,ENSG00000105401,Q16543
2644,ENSG00000105738,O60292
2645,ENSG00000107742,Q92563
2646,ENSG00000109163,P30968
2647,ENSG00000109787,P57682
2648,ENSG00000115183,Q9C0D5
2649,ENSG00000115760,Q9NR09
2650,ENSG00000115850,P09848
2651,ENSG00000117834,Q2M3M2
2652,ENSG00000119446,Q96H35
2653,ENSG00000119953,O75940
2654,ENSG00000120708,Q15582
2655,ENSG00000121671,Q49AN0
2656,ENSG00000123561,P05543
2657,ENSG00000124134,Q96KK3
2658,ENSG00000124151,Q9Y6Q9
2659,ENSG00000124721,Q96JB1
2660,ENSG00000126500,Q9NZU1
2661,ENSG00000128335,Q9BQE5
2662,ENSG00000128610,A0PJY2
2663,ENSG00000128965,Q9BUX1
2664,ENSG00000131791,O43741
2665,ENSG00000132297,C9JL84
2666,ENSG00000133398,Q9BTT4
2667,ENSG00000134775,Q2V2M9
2668,ENSG00000135702,Q9GZS9
2669,ENSG00000136715,Q9H0E3
2670,ENSG00000136982,Q9BVC3
2671,ENSG00000137948,Q58F21
2672,ENSG00000138308,Q9BX93
2673,ENSG00000138363,P31939
2674,ENSG00000139364,Q14DG7
2675,ENSG00000149564,Q96AP7
2676,ENSG00000151414,Q8TDX7
2677,ENSG00000151748,Q9H4B6
2678,ENSG00000152592,Q13316
2679,ENSG00000154447,Q7Z6J0
2680,ENSG00000157181,Q5SWX8
2681,ENSG00000159713,Q9BW30
2682,ENSG00000160188,Q8WYR4
2683,ENSG00000160799,Q8WUD4
2684,ENSG00000162365,Q5TCH4
2685,ENSG00000163293,Q6NVV3
2686,ENSG00000163623,P78426
2687,ENSG00000163935,Q9UHJ3
2688,ENSG00000165476,Q6NUK4
2689,ENSG00000165507,Q9NTK1
2690,ENSG00000166206,P28472
2691,ENSG00000166866,Q9UBC5
2692,ENSG00000167632,Q96Q05
2693,ENSG00000168490,Q92561
2694,ENSG00000168509,Q6ZVN8
2695,ENSG00000168781,Q6PFW1
2696,ENSG00000169067,Q562R1
2697,ENSG00000169951,Q96H86
2698,ENSG00000170266,P16278
2699,ENSG00000171863,P62081
2700,ENSG00000172046,O94966
2701,ENSG00000172059,O14901
2702,ENSG00000172340,Q96I99
2703,ENSG00000173011,Q86TJ2
2704,ENSG00000173250,Q8TDV0
2705,ENSG00000174738,Q14995
2706,ENSG00000175073,Q96JH7
2707,ENSG00000175701,Q8NCU8
2708,ENSG00000175970,A6NIH7
2709,ENSG00000177684,Q30KQ6
2710,ENSG00000180104,O60645
2711,ENSG00000180530,P48552
2712,ENSG00000181195,P01210
2713,ENSG00000182508,Q86WI0
2714,ENSG00000182774,P08708
2715,ENSG00000183690,Q5JST6
2716,ENSG00000183734,Q99929
2717,ENSG00000184227,Q86TX2
2718,ENSG00000184451,P46092
2719,ENSG00000185298,Q6PK04
2720,ENSG00000186496,Q96N95
2721,ENSG00000188316,A6NNW6
2722,ENSG00000188822,P34972
2723,ENSG00000196776,Q08722
2724,ENSG00000196814,Q9H7P6
2725,ENSG00000197614,Q13361
2726,ENSG00000197889,Q5JSS6
2727,ENSG00000198398,Q6UWW9
2728,ENSG00000198844,O94989
2729,ENSG00000203756,Q5VVB8
2730,ENSG00000205177,Q3C1V1
2731,ENSG00000212864,Q9H0X6
2732,ENSG00000215115,A8MYA2
2733,ENSG00000215712,Q9NWH2
2734,ENSG00000222038,P0CG39
2735,ENSG00000226430,P0C7H9
2736,ENSG00000226600,Q5JQC4
2737,ENSG00000231068,Q3LHN1
2738,ENSG00000231396,C9JJH3
2739,ENSG00000241241,G5E9R7
2740,ENSG00000243477,Q93015
2741,ENSG00000254505,Q9BY43
2742,ENSG00000258083,Q8NGU2
2743,ENSG00000258227,Q9NY25
2744,ENSG00000260314,P22897
2745,ENSG00000262628,P58170
2746,ENSG00000269343,E7ETH6
2747,ENSG00000272602,Q8IYB9
2748,ENSG00000273520,P0DUD1
2749,ENSG00000274570,P0DUX0
2750,ENSG00000291309,P0DTL4
2751,ENSG00000003509,Q7L592
2752,ENSG00000008869,Q9P2D3
2753,ENSG00000011083,Q99884
2754,ENSG00000022976,A8K0R7
2755,ENSG00000036448,P54296
2756,ENSG00000037757,Q9BV20
2757,ENSG00000039537,P13671
2758,ENSG00000070540,Q5MNZ9
2759,ENSG00000079462,Q15102
2760,ENSG00000080573,P25940
2761,ENSG00000081386,Q9Y2H8
2762,ENSG00000088766,Q9UJA2
2763,ENSG00000092200,Q96KN7
2764,ENSG00000096996,P42701
2765,ENSG00000100218,Q9UHP6
2766,ENSG00000100246,O96015
2767,ENSG00000100348,Q99757
2768,ENSG00000101282,Q2I0M5
2769,ENSG00000104213,Q15198
2770,ENSG00000106367,P61966
2771,ENSG00000110324,Q13651
2772,ENSG00000111241,P10767
2773,ENSG00000111775,P12074
2774,ENSG00000112079,Q15208
2775,ENSG00000113658,Q99717
2776,ENSG00000115255,Q96HR9
2777,ENSG00000116675,O75061
2778,ENSG00000117480,O00519
2779,ENSG00000117691,Q9UMX5
2780,ENSG00000119888,P16422
2781,ENSG00000120729,Q9UBF9
2782,ENSG00000121289,Q96ST8
2783,ENSG00000123268,P18846
2784,ENSG00000128581,Q9H7X7
2785,ENSG00000129824,P22090
2786,ENSG00000129862,O14598
2787,ENSG00000129864,O14598
2788,ENSG00000132205,Q9BXX0
2789,ENSG00000132464,Q9NRM1
2790,ENSG00000132522,Q13227
2791,ENSG00000132763,Q9Y4U1
2792,ENSG00000134817,P35414
2793,ENSG00000138386,Q13506
2794,ENSG00000139618,P51587
2795,ENSG00000139988,Q96NR8
2796,ENSG00000141682,Q13794
2797,ENSG00000142698,Q6P1W5
2798,ENSG00000143379,Q15047
2799,ENSG00000143947,P62979
2800,ENSG00000144848,Q9NT62
2801,ENSG00000145386,P20248
2802,ENSG00000146360,P46095
2803,ENSG00000147485,A1KZ92
2804,ENSG00000148123,Q8TBJ4
2805,ENSG00000151117,Q8N2M4
2806,ENSG00000151952,Q14C87
2807,ENSG00000152213,Q969Q4
2808,ENSG00000152292,Q7Z4S9
2809,ENSG00000152455,Q9H5I1
2810,ENSG00000154920,Q96AY2
2811,ENSG00000155511,P42261
2812,ENSG00000155970,Q86XE3
2813,ENSG00000156804,Q969P5
2814,ENSG00000157315,Q8WW62
2815,ENSG00000158859,O75173
2816,ENSG00000160229,Q6ZN08
2817,ENSG00000161509,Q14957
2818,ENSG00000161618,Q8IZ83
2819,ENSG00000162426,Q9Y2W3
2820,ENSG00000162456,A6PVL3
2821,ENSG00000163428,Q96CX6
2822,ENSG00000164535,Q8NCG7
2823,ENSG00000165424,Q8N2G6
2824,ENSG00000165526,Q96CM3
2825,ENSG00000165970,Q9Y345
2826,ENSG00000166166,Q96FX7
2827,ENSG00000167434,P22748
2828,ENSG00000168813,Q8TCN5
2829,ENSG00000169750,P60763
2830,ENSG00000170325,Q9NQV6
2831,ENSG00000171497,Q08752
2832,ENSG00000171757,Q8IZ02
2833,ENSG00000172426,Q9H1X1
2834,ENSG00000174547,Q9Y3B7
2835,ENSG00000175497,Q8N608
2836,ENSG00000176907,Q9NR00
2837,ENSG00000177383,Q9HAY2
2838,ENSG00000179902,Q5T5A4
2839,ENSG00000180011,Q8N4Q0
2840,ENSG00000180549,Q11130
2841,ENSG00000180878,Q8N5U0
2842,ENSG00000181192,Q96HY7
2843,ENSG00000182931,Q8IUB3
2844,ENSG00000183726,O95807
2845,ENSG00000184178,Q8WU76
2846,ENSG00000184389,U3KPV4
2847,ENSG00000184436,Q9BT49
2848,ENSG00000188266,A2RU49
2849,ENSG00000196268,Q6ZR52
2850,ENSG00000196821,Q9H6K1
2851,ENSG00000197683,Q6PEX3
2852,ENSG00000197712,Q8IWE2
2853,ENSG00000198242,P62750
2854,ENSG00000198900,P11387
2855,ENSG00000203933,Q5JRM2
2856,ENSG00000204424,Q5SQ64
2857,ENSG00000204610,Q9C019
2858,ENSG00000205846,Q6EIG7
2859,ENSG00000206075,P36952
2860,ENSG00000213672,Q9NZQ3
2861,ENSG00000213822,A8MTB9
2862,ENSG00000213930,P07902
2863,ENSG00000215910,Q5SNV9
2864,ENSG00000224712,F8WFD2
2865,ENSG00000226023,Q5JQC4
2866,ENSG00000230601,A0A1B0GUV7
2867,ENSG00000235387,A0A1B0GVQ0
2868,ENSG00000235961,P0CW24
2869,ENSG00000239382,Q3KRA9
2870,ENSG00000261949,I3L273
2871,ENSG00000264230,Q5VT79
2872,ENSG00000264424,Q9Y623
2873,ENSG00000277161,Q7Z7B1
2874,ENSG00000283654,A0A1B0GTW7
2875,ENSG00000006118,Q24JP5
2876,ENSG00000023608,Q16533
2877,ENSG00000043462,Q13094
2878,ENSG00000063761,Q86TW2
2879,ENSG00000064205,O76076
2880,ENSG00000080224,Q9UF33
2881,ENSG00000101222,Q9Y4P9
2882,ENSG00000101442,Q9H9F9
2883,ENSG00000105287,Q9BZL6
2884,ENSG00000107295,Q99962
2885,ENSG00000110203,P41439
2886,ENSG00000112936,P10643
2887,ENSG00000116017,Q99856
2888,ENSG00000116455,Q9BQA1
2889,ENSG00000117601,P01008
2890,ENSG00000118804,O95210
2891,ENSG00000121053,P11678
2892,ENSG00000121904,Q7Z408
2893,ENSG00000122779,O15164
2894,ENSG00000122859,Q9Y4Z2
2895,ENSG00000123739,Q9BZM1
2896,ENSG00000125398,P48436
2897,ENSG00000125885,Q9UJA3
2898,ENSG00000127220,Q96I13
2899,ENSG00000129437,Q9P0G3
2900,ENSG00000130433,Q9BXT2
2901,ENSG00000130707,P00966
2902,ENSG00000132031,O15232
2903,ENSG00000132604,Q15554
2904,ENSG00000132671,P31391
2905,ENSG00000132975,P47775
2906,ENSG00000133574,Q9NUV9
2907,ENSG00000134758,Q8WVD3
2908,ENSG00000134882,Q8NBM4
2909,ENSG00000135778,Q9BSD7
2910,ENSG00000135914,P41595
2911,ENSG00000136110,O75829
2912,ENSG00000136696,Q9NZH7
2913,ENSG00000138660,Q63HQ0
2914,ENSG00000140265,Q8IWY8
2915,ENSG00000140553,Q9H3U1
2916,ENSG00000141965,Q9BSK4
2917,ENSG00000142530,Q6IPT2
2918,ENSG00000142552,Q96D15
2919,ENSG00000143149,P49189
2920,ENSG00000145194,P0DPD6
2921,ENSG00000148296,O75683
2922,ENSG00000150551,Q8N2G4
2923,ENSG00000151553,Q5W0V3
2924,ENSG00000152782,Q8TE04
2925,ENSG00000153989,Q96E22
2926,ENSG00000154764,O00755
2927,ENSG00000155636,Q8IUH3
2928,ENSG00000156959,Q7Z7J7
2929,ENSG00000157240,Q9UP38
2930,ENSG00000158092,P16333
2931,ENSG00000160284,Q9H0A9
2932,ENSG00000162733,Q16832
2933,ENSG00000162738,Q9ULK5
2934,ENSG00000164776,Q16816
2935,ENSG00000165630,Q99633
2936,ENSG00000166197,Q14978
2937,ENSG00000168004,Q96KN8
2938,ENSG00000168802,P0CG13
2939,ENSG00000169692,O15120
2940,ENSG00000169918,Q8TE49
2941,ENSG00000170160,A2RUR9
2942,ENSG00000171451,Q8IZU8
2943,ENSG00000173786,P09543
2944,ENSG00000176678,Q12952
2945,ENSG00000177294,Q8N4B4
2946,ENSG00000178690,Q8N1N2
2947,ENSG00000179314,Q658N2
2948,ENSG00000179399,P78333
2949,ENSG00000179468,Q8NGT5
2950,ENSG00000180483,Q8N690
2951,ENSG00000181467,P61225
2952,ENSG00000181785,Q8N127
2953,ENSG00000182447,A6NHN0
2954,ENSG00000183654,A6NNE9
2955,ENSG00000183850,Q6ZMV8
2956,ENSG00000184113,O00501
2957,ENSG00000184735,Q86TM3
2958,ENSG00000184787,P60604
2959,ENSG00000185015,Q8N1Q1
2960,ENSG00000185049,Q9H3P2
2961,ENSG00000185290,A6NF83
2962,ENSG00000185958,A6NE01
2963,ENSG00000187612,Q8NH69
2964,ENSG00000187801,Q9UJL9
2965,ENSG00000196378,Q8IZ26
2966,ENSG00000196428,O75157
2967,ENSG00000196666,Q6P0A1
2968,ENSG00000196705,Q8TF32
2969,ENSG00000196772,Q8NHC5
2970,ENSG00000196860,Q6UXN7
2971,ENSG00000197808,Q8TAF7
2972,ENSG00000198547,Q8NBC4
2973,ENSG00000198642,Q9P2J3
2974,ENSG00000204291,P39059
2975,ENSG00000204849,Q5TZJ5
2976,ENSG00000205129,A7E2U8
2977,ENSG00000205642,Q9H321
2978,ENSG00000205809,P26717
2979,ENSG00000205899,Q7RTU4
2980,ENSG00000211584,Q6P1K1
2981,ENSG00000213424,Q8N1A0
2982,ENSG00000214940,P0DM63
2983,ENSG00000225828,H3BQW9
2984,ENSG00000227551,C9JPN9
2985,ENSG00000238083,A6NM11
2986,ENSG00000248933,D6RA61
2987,ENSG00000255302,Q9Y6B2
2988,ENSG00000255524,E9PQR5
2989,ENSG00000258436,Q5GAN4
2990,ENSG00000260903,Q5GH72
2991,ENSG00000267467,P55056
2992,ENSG00000290320,P0DW85
2993,ENSG00000002587,O14792
2994,ENSG00000004776,O14558
2995,ENSG00000006606,Q9Y258
2996,ENSG00000012963,Q8N806
2997,ENSG00000043039,Q9UMQ3
2998,ENSG00000050344,Q9Y4A8
2999,ENSG00000066056,P35590
3000,ENSG00000080561,Q9UJV3
3001,ENSG00000090447,Q01664
3002,ENSG00000091536,Q9UKN7
3003,ENSG00000092295,P22735
3004,ENSG00000095596,O43174
3005,ENSG00000095777,Q8NEV4
3006,ENSG00000100027,O60688
3007,ENSG00000100580,Q6PL24
3008,ENSG00000101298,O15079
3009,ENSG00000102970,Q92583
3010,ENSG00000104140,Q96L33
3011,ENSG00000106554,Q9NX63
3012,ENSG00000107833,O75607
3013,ENSG00000107874,Q9H467
3014,ENSG00000112159,Q9NU22
3015,ENSG00000114796,Q6TFL4
3016,ENSG00000114841,Q9P2D7
3017,ENSG00000115145,O75886
3018,ENSG00000116031,Q9UJ71
3019,ENSG00000116096,P35270
3020,ENSG00000118156,Q9H0D2
3021,ENSG00000119900,Q5TC84
3022,ENSG00000120137,Q9H999
3023,ENSG00000120334,Q8N0S6
3024,ENSG00000121073,P78383
3025,ENSG00000121207,O95237
3026,ENSG00000121898,Q8N436
3027,ENSG00000124196,Q9H1H1
3028,ENSG00000124749,Q96P44
3029,ENSG00000125409,Q9BXF9
3030,ENSG00000127483,Q5SSJ5
3031,ENSG00000129038,Q08397
3032,ENSG00000129625,Q00765
3033,ENSG00000129933,Q9Y6X3
3034,ENSG00000130701,Q8NC74
3035,ENSG00000130772,Q9BUE0
3036,ENSG00000130810,Q9NQ55
3037,ENSG00000131724,P78552
3038,ENSG00000135940,P10606
3039,ENSG00000136169,Q96T68
3040,ENSG00000136875,O43172
3041,ENSG00000139266,Q86YJ5
3042,ENSG00000140836,Q15911
3043,ENSG00000141424,Q13433
3044,ENSG00000143753,O15121
3045,ENSG00000144852,O75469
3046,ENSG00000145569,Q9NUU6
3047,ENSG00000145936,Q16558
3048,ENSG00000148110,Q5SR56
3049,ENSG00000151360,Q8N6M5
3050,ENSG00000152484,O75317
3051,ENSG00000154928,P54762
3052,ENSG00000155158,Q5VTQ0
3053,ENSG00000155876,Q7L523
3054,ENSG00000158691,O43309
3055,ENSG00000160321,O43345
3056,ENSG00000161996,Q96KV7
3057,ENSG00000162517,Q9UBV8
3058,ENSG00000162896,P01833
3059,ENSG00000163586,P07148
3060,ENSG00000163710,Q9UKZ9
3061,ENSG00000164346,O95478
3062,ENSG00000164406,Q969E1
3063,ENSG00000165078,Q8N4T0
3064,ENSG00000166664,Q494W8
3065,ENSG00000167850,Q08708
3066,ENSG00000167858,Q969V4
3067,ENSG00000168333,Q8WWR9
3068,ENSG00000168924,O95202
3069,ENSG00000169100,P12236
3070,ENSG00000170049,O43448
3071,ENSG00000172201,P47928
3072,ENSG00000172935,Q96AM1
3073,ENSG00000175322,Q8TB69
3074,ENSG00000178075,Q8IYS0
3075,ENSG00000179008,Q8N1H7
3076,ENSG00000180694,Q6YI46
3077,ENSG00000181029,Q8IUR0
3078,ENSG00000181092,Q15848
3079,ENSG00000181690,Q6DJT9
3080,ENSG00000183150,Q15760
3081,ENSG00000183206,B2RU33
3082,ENSG00000183808,Q8IXT5
3083,ENSG00000183853,Q96J84
3084,ENSG00000184860,Q8WUS8
3085,ENSG00000185565,Q13449
3086,ENSG00000185875,Q8IYQ7
3087,ENSG00000187994,Q6ZS11
3088,ENSG00000188001,Q6ZUI0
3089,ENSG00000188636,Q6ICC9
3090,ENSG00000189375,Q2M2D7
3091,ENSG00000196350,A6NN14
3092,ENSG00000197013,Q86V71
3093,ENSG00000197265,P29084
3094,ENSG00000198692,O14602
3095,ENSG00000204165,A6NEN9
3096,ENSG00000204574,Q8NE71
3097,ENSG00000204779,Q5VV16
3098,ENSG00000205856,Q6IC83
3099,ENSG00000213988,Q03938
3100,ENSG00000221968,Q9Y5Q0
3101,ENSG00000229474,C9JE40
3102,ENSG00000230347,Q5JQC4
3103,ENSG00000230873,H3BQB6
3104,ENSG00000248920,D6RCP7
