From	To
P28472	7QND
P28472	7QNE
P28472	8PVB
P28472	9EQG
Q6ZVN8	4UI1
Q6ZVN8	6Z3L
P16278	3THC
P16278	3THD
P16278	3WEZ
P16278	3WF0
P16278	3WF1
P16278	3WF2
P16278	3WF3
P16278	3WF4
P62081	4UG0
P62081	4V6X
P62081	5A2Q
P62081	5AJ0
P62081	5FLX
P62081	5LKS
P62081	5OA3
P62081	5T2C
P62081	5VYC
P62081	6FEC
P62081	6G18
P62081	6G4S
P62081	6G4W
P62081	6G51
P62081	6G53
P62081	6G5H
P62081	6G5I
P62081	6IP5
P62081	6IP6
P62081	6IP8
P62081	6OLE
P62081	6OLF
P62081	6OLG
P62081	6OLI
P62081	6OLZ
P62081	6OM0
P62081	6OM7
P62081	6QZP
P62081	6XA1
P62081	6Y0G
P62081	6Y2L
P62081	6Y57
P62081	6YBD
P62081	6YBW
P62081	6Z6L
P62081	6Z6M
P62081	6Z6N
P62081	6ZLW
P62081	6ZM7
P62081	6ZME
P62081	6ZMI
P62081	6ZMO
P62081	6ZMT
P62081	6ZMW
P62081	6ZN5
P62081	6ZOJ
P62081	6ZOK
P62081	6ZON
P62081	6ZP4
P62081	6ZUO
P62081	6ZV6
P62081	6ZVH
P62081	6ZVJ
P62081	6ZXD
P62081	6ZXE
P62081	6ZXF
P62081	6ZXG
P62081	6ZXH
P62081	7A09
P62081	7K5I
P62081	7MQ8
P62081	7MQ9
P62081	7MQA
P62081	7QP6
P62081	7QP7
P62081	7R4X
P62081	7TQL
P62081	7WTS
P62081	7WTT
P62081	7WTU
P62081	7WTV
P62081	7WTW
P62081	7WTX
P62081	7WTZ
P62081	7WU0
P62081	7XNX
P62081	7XNY
P62081	8G5Y
P62081	8G5Z
P62081	8G60
P62081	8G61
P62081	8G6J
P62081	8GLP
P62081	8IFD
P62081	8IFE
P62081	8JDJ
P62081	8JDK
P62081	8JDL
P62081	8JDM
P62081	8K2C
P62081	8OZ0
P62081	8PJ1
P62081	8PJ2
P62081	8PJ3
P62081	8PJ4
P62081	8PJ5
P62081	8PJ6
P62081	8PPK
P62081	8PPL
P62081	8QOI
P62081	8T4S
P62081	8XSX
P62081	8XSY
P62081	8XSZ
P62081	8XXL
P62081	8XXM
P62081	8XXN
P62081	8Y0W
P62081	8Y0X
P62081	8YOO
P62081	8YOP
P62081	9BKD
P62081	9BLN
P62081	9G8M
O94966	1WH0
O94966	4X3G
O94966	6K7W
O94966	6KHV
O94966	6KQV
Q96I99	6WCV
Q96I99	7MSR
Q96I99	7MSS
Q96I99	7MST
Q14995	2V0V
Q14995	2V7C
Q14995	3CQV
Q14995	4N73
Q14995	6WMQ
Q14995	6WMS
Q96JH7	8YKA
A6NIH7	7OK6
A6NIH7	7OK7
P48552	2GPO
P48552	2GPP
P48552	4S14
P48552	4S15
P48552	5NTI
P48552	5NTN
P48552	5NTW
P48552	5NU1
P48552	6FZU
P48552	6G05
P48552	6G07
P48552	9CWN
P01210	1PLW
P01210	1PLX
P01210	2LWC
P01210	5E33
P01210	5E3A
P01210	8JGF
P01210	8JGG
P08708	4UG0
P08708	4V6X
P08708	5A2Q
P08708	5AJ0
P08708	5FLX
P08708	5LKS
P08708	5OA3
P08708	5T2C
P08708	5VYC
P08708	6FEC
P08708	6G18
P08708	6G4S
P08708	6G4W
P08708	6G51
P08708	6G53
P08708	6G5H
P08708	6G5I
P08708	6IP5
P08708	6IP6
P08708	6IP8
P08708	6OLE
P08708	6OLF
P08708	6OLG
P08708	6OLI
P08708	6OLZ
P08708	6OM0
P08708	6OM7
P08708	6QZP
P08708	6XA1
P08708	6Y0G
P08708	6Y2L
P08708	6Y57
P08708	6YBD
P08708	6YBS
P08708	6YBW
P08708	6Z6L
P08708	6Z6M
P08708	6Z6N
P08708	6ZLW
P08708	6ZM7
P08708	6ZME
P08708	6ZMI
P08708	6ZMO
P08708	6ZMT
P08708	6ZMW
P08708	6ZN5
P08708	6ZOJ
P08708	6ZOK
P08708	6ZOL
P08708	6ZON
P08708	6ZP4
P08708	6ZUO
P08708	6ZV6
P08708	6ZVH
P08708	6ZVJ
P08708	6ZXD
P08708	6ZXE
P08708	6ZXF
P08708	6ZXG
P08708	6ZXH
P08708	7A09
P08708	7K5I
P08708	7MQ8
P08708	7MQ9
P08708	7MQA
P08708	7QP6
P08708	7QP7
P08708	7QVP
P08708	7R4X
P08708	7TQL
P08708	7WTT
P08708	7WTU
P08708	7WTV
P08708	7WTW
P08708	7WTX
P08708	7WTZ
P08708	7WU0
P08708	7XNX
P08708	7XNY
P08708	8G5Y
P08708	8G5Z
P08708	8G60
P08708	8G61
P08708	8G6J
P08708	8GLP
P08708	8IFD
P08708	8IFE
P08708	8JDJ
P08708	8JDK
P08708	8JDL
P08708	8JDM
P08708	8K2C
P08708	8OZ0
P08708	8PJ1
P08708	8PJ2
P08708	8PJ3
P08708	8PJ4
P08708	8PJ5
P08708	8PJ6
P08708	8PPK
P08708	8PPL
P08708	8QOI
P08708	8RG0
P08708	8T4S
P08708	8XSX
P08708	8XSY
P08708	8XSZ
P08708	8XXL
P08708	8XXM
P08708	8XXN
P08708	8Y0W
P08708	8Y0X
P08708	8YOO
P08708	8YOP
P08708	9BKD
P08708	9BLN
P08708	9G8M
Q5JST6	2Z13
Q5JST6	2Z14
Q5JST6	7UNG
Q5JST6	8J07
P34972	2KI9
P34972	5ZTY
P34972	6KPC
P34972	6KPF
P34972	6PT0
P34972	8GUQ
P34972	8GUR
P34972	8GUS
P34972	8GUT
Q08722	2JJS
Q08722	2JJT
Q08722	2VSC
Q08722	4CMM
Q08722	4KJY
Q08722	5IWL
Q08722	5TZ2
Q08722	5TZT
Q08722	5TZU
Q08722	7MYZ
Q08722	7WN8
Q08722	7XJF
Q08722	7YGG
Q08722	8RP8
Q9H7P6	3TOW
Q5JSS6	6NDU
Q5JSS6	6NEP
Q5JSS6	6UCC
Q93015	6NAS
Q93015	6NBE
Q93015	6NBW
Q9BY43	3C3O
Q9BY43	5MK1
Q9NY25	2YHF
P22897	1EGG
P22897	1EGI
P22897	5XTS
P22897	5XTW
P22897	6INN
P22897	6INO
P22897	6INU
P22897	6INV
P22897	6IOE
P22897	7JUB
P22897	7JUC
P22897	7JUD
P22897	7JUE
P22897	7JUF
P22897	7JUG
P22897	7JUH
P22897	7L61
P22897	7L62
P22897	7L63
P22897	7L64
P22897	7L65
P22897	7L66
P22897	7L67
P22897	7L68
Q9BV20	4LDQ
Q9BV20	4LDR
P13671	3T5O
P13671	4A5W
P13671	4E0S
P13671	6H03
P13671	6H04
P13671	7NYC
P13671	7NYD
P13671	7Q6C
P13671	8B0F
P13671	8B0G
P13671	8B0H
Q96KN7	4QAM
P42701	6WDP
P42701	6WDQ
P42701	8C7M
P42701	8ODX
P42701	8OE4
P42701	8XRP
P42701	8YI7
Q9UHP6	8J07
Q99757	1UVZ
Q99757	1W4V
Q99757	1W89
P61966	4P6Z
Q13651	1J7V
Q13651	1LQS
Q13651	1Y6K
Q13651	1Y6M
Q13651	1Y6N
Q13651	5IXI
Q13651	6X93
P12074	5Z62
Q15208	1PSB
Q15208	6BXI
Q99717	6FZS
Q99717	6TCE
P16422	4MZV
P16422	6I07
Q9UBF9	2KDG
Q9UBF9	2KKQ
P22090	5AJ0
P22090	5FLX
P22090	6OLG
P22090	6OLZ
Q13227	2L5G
Q9Y4U1	3SBY
Q9Y4U1	3SBZ
Q9Y4U1	3SC0
Q9Y4U1	3SOM
Q9Y4U1	5UOS
Q9Y4U1	7WUZ
P35414	2LOT
P35414	2LOU
P35414	2LOV
P35414	2LOW
P35414	5VBL
P35414	6KNM
P35414	7SUS
P35414	7W0L
P35414	7W0M
P35414	7W0N
P35414	7W0O
P35414	7W0P
P35414	8XZF
P35414	8XZG
P35414	8XZH
P35414	8XZI
P35414	8XZJ
Q13506	2YUF
P51587	1N0W
P51587	3EU7
P51587	6GY2
P51587	6HQU
P51587	7BDX
P51587	7LDG
P51587	8BR9
P51587	8C3J
P51587	8C3N
P51587	8PBC
P51587	8PBD
P51587	8QQE
P51587	8R2G
Q13794	3MQP
Q15047	3DLM
Q15047	4X3S
Q15047	5KCH
Q15047	5KCO
Q15047	5KE2
Q15047	5KE3
Q15047	5KH6
Q15047	5QT1
Q15047	5QT2
Q15047	6AU2
Q15047	6AU3
Q15047	6BHD
Q15047	6BHE
Q15047	6BHG
Q15047	6BHH
Q15047	6BHI
Q15047	6BPI
Q15047	7C9N
Q15047	7CAJ
Q15047	7CD9
Q15047	7CJT
Q15047	8G5E
Q15047	8IYA
Q15047	8UWP
Q15047	9CUW
Q15047	9CUX
P62979	2KHW
P62979	2KOX
P62979	2KTF
P62979	2KWU
P62979	2KWV
P62979	2L0F
P62979	2L0T
P62979	2XK5
P62979	3AXC
P62979	3I3T
P62979	3K9P
P62979	3N30
P62979	3N32
P62979	3NHE
P62979	3NOB
P62979	3NS8
P62979	3PHD
P62979	3PHW
P62979	3TBL
P62979	3VDZ
P62979	4R62
P62979	4UG0
P62979	4V6X
P62979	5A2Q
P62979	5AJ0
P62979	5FLX
P62979	5LKS
P62979	5T2C
P62979	5WVO
P62979	5YDK
P62979	6DC6
P62979	6FEC
P62979	6G18
P62979	6G51
P62979	6G53
P62979	6G5H
P62979	6G5I
P62979	6IP5
P62979	6IP6
P62979	6IP8
P62979	6J99
P62979	6KFP
P62979	6KG6
P62979	6KIU
P62979	6KIV
P62979	6KIW
P62979	6OLE
P62979	6OLF
P62979	6OLG
P62979	6OLI
P62979	6OLZ
P62979	6OM0
P62979	6OM7
P62979	6QZP
P62979	6SQO
P62979	6SQR
P62979	6SQS
P62979	6XA1
P62979	6Y0G
P62979	6Y57
P62979	6YBS
P62979	6Z6L
P62979	6Z6M
P62979	6Z6N
P62979	6ZLW
P62979	6ZM7
P62979	6ZME
P62979	6ZMI
P62979	6ZMO
P62979	6ZMT
P62979	6ZMW
P62979	6ZN5
P62979	6ZOJ
P62979	6ZOL
P62979	6ZON
P62979	6ZP4
P62979	6ZUO
P62979	6ZV6
P62979	6ZVH
P62979	6ZVJ
P62979	6ZXD
P62979	6ZXE
P62979	6ZXF
P62979	6ZXG
P62979	6ZXH
P62979	7A09
P62979	7BWD
P62979	7F0N
P62979	7JQB
P62979	7JQC
P62979	7K5I
P62979	7MQ9
P62979	7MQA
P62979	7OOJ
P62979	7QP6
P62979	7QP7
P62979	7R4X
P62979	7TQL
P62979	7WTT
P62979	7WTU
P62979	7WTV
P62979	7WTW
P62979	7WTX
P62979	7WTZ
P62979	7WU0
P62979	7XNY
P62979	8G5Y
P62979	8G60
P62979	8G61
P62979	8G6J
P62979	8GLP
P62979	8HTC
P62979	8HTF
P62979	8IFD
P62979	8IFE
P62979	8IVB
P62979	8K2C
P62979	8OZ0
P62979	8PJ1
P62979	8PJ2
P62979	8PJ3
P62979	8PJ4
P62979	8PJ5
P62979	8PJ6
P62979	8PPK
P62979	8PPL
P62979	8QOI
P62979	8T4S
P62979	8X7I
P62979	8X7J
P62979	8XSX
P62979	8XSY
P62979	8XSZ
P62979	8XXL
P62979	8XXM
P62979	8XXN
P62979	8YOO
P62979	8YOP
P62979	9BKD
P62979	9BLN
P62979	9G8M
P62979	9IPU
Q9NT62	4NAW
Q9NT62	8AFI
Q9NT62	8FKM
P20248	1E9H
P20248	1FIN
P20248	1FVV
P20248	1GY3
P20248	1H1P
P20248	1H1Q
P20248	1H1R
P20248	1H1S
P20248	1H24
P20248	1H25
P20248	1H26
P20248	1H27
P20248	1H28
P20248	1JST
P20248	1JSU
P20248	1OGU
P20248	1OI9
P20248	1OIU
P20248	1OIY
P20248	1OKV
P20248	1OKW
P20248	1OL1
P20248	1OL2
P20248	1P5E
P20248	1PKD
P20248	1QMZ
P20248	1URC
P20248	1VYW
P20248	2BKZ
P20248	2BPM
P20248	2C4G
P20248	2C5N
P20248	2C5O
P20248	2C5V
P20248	2C5X
P20248	2C6T
P20248	2CCH
P20248	2CCI
P20248	2CJM
P20248	2I40
P20248	2IW6
P20248	2IW8
P20248	2IW9
P20248	2UUE
P20248	2UZB
P20248	2UZD
P20248	2UZE
P20248	2UZL
P20248	2V22
P20248	2WEV
P20248	2WFY
P20248	2WHB
P20248	2WIH
P20248	2WIP
P20248	2WMA
P20248	2WMB
P20248	2WPA
P20248	2WXV
P20248	2X1N
P20248	3EID
P20248	3EJ1
P20248	3EOC
P20248	3F5X
P20248	4BCK
P20248	4BCM
P20248	4BCN
P20248	4BCP
P20248	4CFM
P20248	4CFN
P20248	4CFU
P20248	4CFV
P20248	4CFW
P20248	4CFX
P20248	4EOI
P20248	4EOJ
P20248	4EOK
P20248	4EOL
P20248	4EOM
P20248	4EON
P20248	4EOO
P20248	4EOP
P20248	4EOQ
P20248	4EOR
P20248	4EOS
P20248	4FX3
P20248	5CYI
P20248	5IF1
P20248	5LMK
P20248	5NEV
P20248	6ATH
P20248	6GVA
P20248	6P3W
P20248	6Q6G
P20248	6Q6H
P20248	6RIJ
P20248	6SG4
P20248	7ACK
P20248	7B5L
P20248	7B5R
P20248	7B7S
P20248	7LUO
P20248	7MKX
P20248	7QHL
P20248	8B54
P20248	8BYA
P20248	8BZO
Q9H5I1	2R3A
Q9H5I1	6P0R
Q96AY2	2ZIU
Q96AY2	2ZIV
Q96AY2	2ZIW
Q96AY2	2ZIX
Q96AY2	4P0P
Q96AY2	4P0Q
Q96AY2	4P0R
Q96AY2	4P0S
Q96AY2	9F98
Q96AY2	9F99
Q96AY2	9F9A
Q96AY2	9F9K
Q96AY2	9F9L
Q96AY2	9F9M
P42261	6X5Q
Q86XE3	6AGI
Q86XE3	6AGJ
O75173	2RJP
O75173	3B2Z
O75173	4WK7
O75173	4WKE
O75173	4WKI
Q14957	8E92
Q14957	8E93
Q14957	8E94
Q14957	8E97
Q14957	8E98
Q14957	8E99
Q96CM3	5UBA
Q96FX7	5CCB
Q96FX7	5CCX
Q96FX7	5CD1
P22748	1ZNC
P22748	3F7B
P22748	3F7U
P22748	3FW3
P22748	5IPZ
P22748	5JN8
P22748	5JN9
P22748	5JNA
P22748	5JNC
P22748	5KU6
P60763	2C2H
P60763	2G0N
P60763	2IC5
P60763	2OV2
P60763	2QME
P60763	6TM1
Q9NQV6	3IHX
Q8IZ02	8J07
Q9H1X1	8J07
Q9Y3B7	3J7Y
Q9Y3B7	3J9M
Q9Y3B7	5OOL
Q9Y3B7	5OOM
Q9Y3B7	6I9R
Q9Y3B7	6NU2
Q9Y3B7	6NU3
Q9Y3B7	6VLZ
Q9Y3B7	6VMI
Q9Y3B7	6ZM5
Q9Y3B7	6ZM6
Q9Y3B7	6ZS9
Q9Y3B7	6ZSA
Q9Y3B7	6ZSB
Q9Y3B7	6ZSC
Q9Y3B7	6ZSD
Q9Y3B7	6ZSE
Q9Y3B7	6ZSG
Q9Y3B7	7A5F
Q9Y3B7	7A5G
Q9Y3B7	7A5H
Q9Y3B7	7A5I
Q9Y3B7	7A5J
Q9Y3B7	7A5K
Q9Y3B7	7L08
Q9Y3B7	7L20
Q9Y3B7	7O9K
Q9Y3B7	7O9M
Q9Y3B7	7ODR
Q9Y3B7	7ODS
Q9Y3B7	7ODT
Q9Y3B7	7OF0
Q9Y3B7	7OF2
Q9Y3B7	7OF3
Q9Y3B7	7OF4
Q9Y3B7	7OF5
Q9Y3B7	7OF6
Q9Y3B7	7OF7
Q9Y3B7	7OG4
Q9Y3B7	7OI6
Q9Y3B7	7OI7
Q9Y3B7	7OI8
Q9Y3B7	7OI9
Q9Y3B7	7OIA
Q9Y3B7	7OIB
Q9Y3B7	7OIC
Q9Y3B7	7OID
Q9Y3B7	7OIE
Q9Y3B7	7PD3
Q9Y3B7	7PO4
Q9Y3B7	7QI4
Q9Y3B7	7QI5
Q9Y3B7	7QI6
Q9Y3B7	8ANY
Q9Y3B7	8K2A
Q9Y3B7	8K2B
Q9Y3B7	8OIR
Q9Y3B7	8OIT
Q9Y3B7	8PK0
Q9Y3B7	8QSJ
Q9Y3B7	8QU1
Q9Y3B7	8QU5
Q9Y3B7	8XT0
Q9Y3B7	8XT1
Q9Y3B7	8XT2
Q9Y3B7	8XT3
Q8N608	4WJL
Q5T5A4	7UNG
Q5T5A4	8J07
Q8N4Q0	2C0C
Q8N4Q0	2WEK
Q8N4Q0	2X1H
Q8N4Q0	2X7H
Q8N4Q0	7ZEJ
Q96HY7	5RVW
Q96HY7	5RVX
Q96HY7	5RVY
Q96HY7	5RVZ
Q96HY7	5RW0
Q96HY7	5RW1
Q96HY7	6SY1
Q96HY7	6U3J
Q9H6K1	6VHI
P62750	4UG0
P62750	4V6X
P62750	5AJ0
P62750	5LKS
P62750	5T2C
P62750	6IP5
P62750	6IP6
P62750	6IP8
P62750	6LQM
P62750	6LSR
P62750	6LSS
P62750	6LU8
P62750	6OLE
P62750	6OLF
P62750	6OLG
P62750	6OLI
P62750	6OLZ
P62750	6OM0
P62750	6OM7
P62750	6QZP
P62750	6SXO
P62750	6W6L
P62750	6XA1
P62750	6Y0G
P62750	6Y2L
P62750	6Y57
P62750	6Y6X
P62750	6Z6L
P62750	6Z6M
P62750	6Z6N
P62750	6ZM7
P62750	6ZME
P62750	6ZMI
P62750	6ZMO
P62750	7BHP
P62750	7F5S
P62750	7OW7
P62750	7QVP
P62750	7XNX
P62750	7XNY
P62750	8A3D
P62750	8FKP
P62750	8FKQ
P62750	8FKR
P62750	8FKS
P62750	8FKT
P62750	8FKU
P62750	8FKV
P62750	8FKW
P62750	8FKX
P62750	8FKY
P62750	8FKZ
P62750	8FL2
P62750	8FL3
P62750	8FL4
P62750	8FL6
P62750	8FL7
P62750	8FL9
P62750	8FLA
P62750	8FLB
P62750	8FLC
P62750	8FLD
P62750	8FLE
P62750	8FLF
P62750	8G5Y
P62750	8G60
P62750	8G61
P62750	8G6J
P62750	8GLP
P62750	8IDT
P62750	8IDY
P62750	8IE3
P62750	8IFD
P62750	8IFE
P62750	8INE
P62750	8INF
P62750	8INK
P62750	8IPD
P62750	8IPX
P62750	8IPY
P62750	8IR1
P62750	8IR3
P62750	8JDJ
P62750	8JDK
P62750	8JDL
P62750	8JDM
P62750	8K2C
P62750	8OHD
P62750	8OJ0
P62750	8OJ5
P62750	8OJ8
P62750	8ONY
P62750	8QFD
P62750	8QOI
P62750	8XSX
P62750	8XSY
P62750	8XSZ
P62750	8Y0W
P62750	8Y0X
P62750	8YOO
P62750	8YOP
P62750	9FPZ
P62750	9FQ0
P62750	9G8M
P62750	9GMO
P11387	1A31
P11387	1A35
P11387	1A36
P11387	1EJ9
P11387	1K4S
P11387	1K4T
P11387	1LPQ
P11387	1NH3
P11387	1R49
P11387	1RR8
P11387	1RRJ
P11387	1SC7
P11387	1SEU
P11387	1T8I
P11387	1TL8
Q9C019	7QS2
Q6EIG7	5VYB
Q6EIG7	8ROV
P36952	1WZ9
P36952	1XQG
P36952	1XQJ
P36952	1XU8
Q9NZQ3	6DEC
Q9NZQ3	6DED
Q9NZQ3	6DEE
P07902	5IN3
P07902	6GQD
Q3KRA9	7VJS
Q3KRA9	7VJV
Q16533	7XUR
Q16533	7ZWC
Q16533	7ZWD
Q16533	7ZX7
Q16533	7ZX8
Q16533	7ZXE
Q16533	8ITY
Q16533	8IUE
Q16533	8IUH
Q13094	1H3H
Q13094	1YWO
Q13094	2EAP
Q13094	2ROR
Q13094	6ZCJ
Q9Y4P9	2EE7
Q9H9F9	6HTS
Q9H9F9	7ZI4
Q9BZL6	2COA
Q9BZL6	3BGM
Q9BZL6	4NNX
Q9BZL6	4NNY
Q99962	1X03
Q99962	1X04
Q99962	2D4C
Q99962	2DBM
P10643	2WCY
P10643	6H03
P10643	6H04
P10643	7NYC
P10643	7NYD
P10643	8B0F
P10643	8B0G
P10643	8B0H
Q99856	2KK0
Q99856	4LJX
Q9BQA1	4GQB
Q9BQA1	4X60
Q9BQA1	4X61
Q9BQA1	4X63
Q9BQA1	5C9Z
Q9BQA1	5EMJ
Q9BQA1	5EMK
Q9BQA1	5EML
Q9BQA1	5EMM
Q9BQA1	5FA5
Q9BQA1	6CKC
Q9BQA1	6K1S
Q9BQA1	6RLL
Q9BQA1	6RLQ
Q9BQA1	6UGH
Q9BQA1	6UXX
Q9BQA1	6UXY
Q9BQA1	6V0N
Q9BQA1	6V0O
Q9BQA1	6V0P
Q9BQA1	7BO7
Q9BQA1	7KIB
Q9BQA1	7KIC
Q9BQA1	7KID
Q9BQA1	7L1G
Q9BQA1	7M05
Q9BQA1	7MX7
Q9BQA1	7MXA
Q9BQA1	7MXC
Q9BQA1	7MXG
Q9BQA1	7MXN
Q9BQA1	7S0U
Q9BQA1	7S1P
Q9BQA1	7S1Q
Q9BQA1	7S1R
Q9BQA1	7S1S
Q9BQA1	7SER
Q9BQA1	7SES
Q9BQA1	7U30
Q9BQA1	7UOH
Q9BQA1	7UY1
Q9BQA1	7UYF
Q9BQA1	7ZUP
Q9BQA1	7ZUQ
Q9BQA1	7ZUU
Q9BQA1	7ZUY
Q9BQA1	7ZV2
Q9BQA1	7ZVL
Q9BQA1	7ZVU
Q9BQA1	8CSG
Q9BQA1	8CTB
Q9BQA1	8CYI
Q9BQA1	8G1U
Q9BQA1	8VEO
Q9BQA1	8VET
Q9BQA1	8VEU
Q9BQA1	8VEW
Q9BQA1	8VEX
Q9BQA1	8VEY
Q9BQA1	9C10
Q9BQA1	9EYU
Q9BQA1	9EYV
Q9BQA1	9EYW
Q9BQA1	9EYX
P01008	1ANT
P01008	1ATH
P01008	1AZX
P01008	1BR8
P01008	1DZG
P01008	1DZH
P01008	1E03
P01008	1E04
P01008	1E05
P01008	1JVQ
P01008	1LK6
P01008	1NQ9
P01008	1OYH
P01008	1R1L
P01008	1SR5
P01008	1T1F
P01008	1TB6
P01008	2ANT
P01008	2B4X
P01008	2B5T
P01008	2BEH
P01008	2GD4
P01008	2HIJ
P01008	2ZNH
P01008	3EVJ
P01008	3KCG
P01008	4EB1
O95210	8X8A
O95210	8X8K
O15164	2YYN
O15164	3O33
O15164	3O34
O15164	3O35
O15164	3O36
O15164	3O37
O15164	4YAB
O15164	4YAD
O15164	4YAT
O15164	4YAX
O15164	4YBM
O15164	4YBS
O15164	4YBT
O15164	4YC9
O15164	4ZQL
O15164	5H1T
O15164	5H1U
O15164	5H1V
O15164	7B9X
P48436	4EUW
Q9UJA3	6L0O
Q9UJA3	7DP3
Q9UJA3	7WI7
Q9UJA3	7YOX
Q9UJA3	8S91
Q9UJA3	8S92
Q9UJA3	8S94
P00966	2NZ2
Q15554	1H6P
Q15554	1VF9
Q15554	1VFC
Q15554	1W0U
Q15554	1XG1
Q15554	3BU8
Q15554	3BUA
Q15554	3K6G
Q15554	3SJM
Q15554	4M7C
Q15554	4RQI
Q15554	5WQD
Q15554	5XYF
Q15554	6J67
Q15554	7C5D
P31391	7XMS
P31391	7XMT
P47775	7Y3G
Q9NUV9	3LXX
Q9BSD7	2I3B
P41595	4IB4
P41595	4NC3
P41595	5TUD
P41595	5TVN
P41595	6DRX
P41595	6DRY
P41595	6DRZ
P41595	6DS0
P41595	7SRQ
P41595	7SRR
P41595	7SRS
Q9H3U1	2DBA
P49189	6QAK
P49189	6QAO
P49189	6QAP
P49189	6VR6
P49189	6VWF
O75683	8FKP
O75683	8FKQ
O75683	8FKR
O75683	8FKS
Q8N2G4	6ZSS
Q8TE04	2I7N
Q8TE04	3SMP
Q96E22	6W2L
Q96E22	6Z1N
Q96E22	7PAX
Q96E22	7PAY
Q96E22	7PB0
Q96E22	7PB1
O00755	4UZQ
O00755	8TZO
O00755	8TZP
Q8IUH3	7CSX
Q8IUH3	7CSZ
Q8IUH3	8WQ3
Q8IUH3	8WQ5
Q9UP38	8J9N
Q9UP38	8J9O
P16333	2CI8
P16333	2CI9
P16333	2CUB
P16333	2JS0
P16333	2JS2
P16333	2JW4
P16333	5QU1
P16333	5QU2
P16333	5QU3
P16333	5QU4
P16333	5QU5
P16333	5QU6
P16333	5QU7
P16333	5QU8
P16333	5QUA
Q16832	2WUH
Q16832	2Z4F
Q16832	6FER
Q16832	7AZB
Q9ULK5	6XA6
Q9ULK5	6XA7
Q9ULK5	6XA8
Q9ULK5	7R2M
Q9ULK5	7R2T
Q16816	8JFK
Q16816	8JFL
Q16816	8XY7
Q16816	8XYA
Q16816	8XYB
Q99633	2DK4
Q8TE49	2L2D
P09543	1WOJ
P61225	1N4P
P61225	1N4Q
P61225	1N4R
Q86TM3	3IUY
Q86TM3	8KCA
P60604	2CYX
P60604	2KLY
P60604	2LXP
P60604	3H8K
P60604	4LAD
P60604	7LEW
P60604	8T0S
Q8N1Q1	3CZV
Q8N1Q1	3D0N
Q8N1Q1	3DA2
Q8N1Q1	4HU1
Q8N1Q1	4KNM
Q8N1Q1	4KNN
Q8N1Q1	4QIZ
Q8N1Q1	4QJP
Q8N1Q1	4QJX
Q8N1Q1	4QSJ
Q8N1Q1	5E2N
Q8N1Q1	5LLA
Q8N1Q1	5LLN
Q8N1Q1	5OGJ
Q8N1Q1	5OHH
Q8N1Q1	6G5U
Q9H3P2	5L3X
Q9H3P2	6GML
Q9H3P2	7PKS
Q9H3P2	7YCX
Q9H3P2	8RBX
Q9H3P2	8UHA
Q9H3P2	8UHD
Q9H3P2	8UHG
Q9H3P2	8UI0
Q9H3P2	8UIS
Q9H3P2	8W8E
P39059	3N3F
P26717	2L35
Q9Y6B2	7SMD
O14792	1ZRH
O14558	4JUS
O14558	4JUT
O14558	5LTW
O14558	5LU1
O14558	5LU2
O14558	5LUM
O14558	5OK9
O14558	5OKF
Q9Y258	1G2S
Q9Y258	1G2T
P35590	5N06
Q9UJV3	2DJA
Q9UJV3	2DMK
Q9UJV3	7QRZ
Q9UKN7	6KZ1
P22735	2XZZ
Q8NEV4	6JLE
Q92583	1NR2
Q92583	1NR4
Q92583	5WK3
Q92583	7S4N
Q92583	7SCV
Q92583	8FJ2
Q92583	8SKK
Q9P2D7	8I3J
Q9P2D7	8J07
O75886	1X2Q
O75886	1X5B
O75886	2L0T
O75886	5CRV
O75886	5IXF
Q9UJ71	3C22
Q9UJ71	3KQG
Q9UJ71	3P5D
Q9UJ71	3P5E
Q9UJ71	3P5F
Q9UJ71	3P5G
Q9UJ71	3P5H
Q9UJ71	3P5I
Q9UJ71	3P7F
Q9UJ71	3P7G
Q9UJ71	3P7H
Q9UJ71	4AK8
Q9UJ71	4N32
Q9UJ71	4N33
Q9UJ71	4N34
Q9UJ71	4N35
Q9UJ71	4N36
Q9UJ71	4N37
Q9UJ71	4N38
Q9UJ71	5G6U
Q9UJ71	7WZ8
Q9UJ71	7YTQ
P35270	1Z6Z
P35270	4HWK
P35270	4J7U
P35270	4J7X
P35270	4XWY
P35270	4Z3K
P35270	6I6C
P35270	6I6F
P35270	6I6P
P35270	6I6T
P35270	6I6V
P35270	6I79
P35270	6USN
P35270	7DSF
Q9H999	2I7P
Q9H999	3MK6
Q9H999	3SMS
Q9H999	5KPR
Q9H999	5KPT
Q9H999	5KPZ
Q9H999	5KQ8
Q9H999	5KQD
Q9H999	6B3V
Q9H999	6PE6
Q9H999	6X4J
Q9H999	6X4K
Q9H999	6X4L
Q9H999	7UE3
Q9H999	7UE4
Q9H999	7UE5
Q9H999	7UE6
Q9H999	7UE7
Q9H999	7UE8
Q9H999	7UEO
Q9H999	7UEP
Q9H999	7UEQ
Q9H999	7UER
Q9H999	7UES
Q9H999	7UET
Q9H999	7UEU
Q9H999	7UEV
Q9H999	7UEX
Q9H999	7UEY
Q8N0S6	7PKN
Q8N0S6	7QOO
Q8N0S6	7R5S
Q8N0S6	7R5V
Q8N0S6	7XHN
Q8N0S6	7XHO
Q8N0S6	7YWX
Q8N0S6	7YYH
Q9BXF9	7UNG
Q5SSJ5	2RQP
Q9BUE0	7EMF
